1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0.079955585,0.07356269,0.067680942,0.062269472,0.05729068,0.05270997,0.048495514,0.044618027,0.041050566,0.037768344,0.034748554,0.031970213,0.029414016,0.027062201,0.024898427,0.022907659,0.021076063,0.019390914,0.017840503,0.016414055,0.015101659,0.013894197,0.012783279,0.147096467
